Match ID,Fighter_total,odds_total,ev_total,date_total,location_total,country_total,winner_total,weight_class_total,gender_total,no_of_rounds_total,total_draw,total_losses,total_win_by_KO/TKO,total_win_by_submission,total_win_by_TKO_Doctor_stoppage,total_wins,total_stance,total_height,total_reach,total_weight,total_age,finish
8027,Gunnar Nelson,-155,64.51612903,12/8/2018,"Toronto, Ontario, Canada", Canada,0,Welterweight,MALE,3,0,3,0,6,0,7,Switch,180.34,182.88,170,30,SUB
8028,Kyle Bochniak,170,170,12/8/2018,"Toronto, Ontario, Canada", Canada,1,Featherweight,MALE,3,0,3,0,0,0,2,Orthodox,170.18,177.8,145,31,S-DEC
8029,Thiago Santos,-185,54.05405405,12/8/2018,"Toronto, Ontario, Canada", Canada,0,Light Heavyweight,MALE,3,0,5,9,0,0,11,Orthodox,187.96,193.04,205,34,KO/TKO
8030,Nina Ansaroff,255,255,12/8/2018,"Toronto, Ontario, Canada", Canada,0,Women's Strawweight,FEMALE,3,0,2,0,1,0,3,Orthodox,165.1,162.56,115,33,U-DEC
8031,Gilbert Burns,115,115,12/8/2018,"Toronto, Ontario, Canada", Canada,0,Lightweight,MALE,3,0,3,2,3,0,6,Orthodox,177.8,180.34,155,32,U-DEC
8032,Jessica Eye,195,195,12/8/2018,"Toronto, Ontario, Canada", Canada,0,Women's Flyweight,FEMALE,3,0,6,0,0,1,3,Orthodox,167.64,167.64,125,32,S-DEC
8033,Eryk Anders,105,105,12/8/2018,"Toronto, Ontario, Canada", Canada,1,Middleweight,MALE,3,0,2,2,0,0,3,Southpaw,185.42,190.5,185,31,S-DEC
8034,Matthew Lopez,140,140,12/8/2018,"Toronto, Ontario, Canada", Canada,1,Bantamweight,MALE,3,0,3,1,0,0,2,Southpaw,170.18,175.26,135,31,U-DEC
8035,Dhiego Lima,325,325,12/8/2018,"Toronto, Ontario, Canada", Canada,0,Welterweight,MALE,3,0,5,0,0,0,1,Orthodox,187.96,187.96,170,29,KO/TKO
8036,Kyle Nelson,425,425,12/8/2018,"Toronto, Ontario, Canada", Canada,1,Lightweight,MALE,3,0,0,0,0,0,0,Switch,180.34,180.34,155,27,KO/TKO
8037,Aleksandar Rakic,-570,17.54385965,12/8/2018,"Toronto, Ontario, Canada", Canada,0,Light Heavyweight,MALE,3,0,0,0,0,0,2,Orthodox,193.04,198.12,205,26,KO/TKO
8038,Al Iaquinta,275,275,12/15/2018,"Milwaukee, Wisconsin, USA", USA,0,Lightweight,MALE,5,0,3,4,0,0,8,Orthodox,177.8,177.8,155,31,U-DEC
8039,Dan Hooker,-115,86.95652174,12/15/2018,"Milwaukee, Wisconsin, USA", USA,1,Lightweight,MALE,3,0,3,5,2,0,7,Switch,182.88,190.5,155,28,KO/TKO
8040,Sergio Pettis,145,145,12/15/2018,"Milwaukee, Wisconsin, USA", USA,1,Bantamweight,MALE,3,0,4,0,0,0,8,Orthodox,167.64,175.26,135,25,U-DEC
8041,Charles Oliveira,-310,32.25806452,12/15/2018,"Milwaukee, Wisconsin, USA", USA,0,Lightweight,MALE,3,0,9,0,11,0,12,Orthodox,177.8,187.96,155,29,SUB
8042,Dwight Grant,-270,37.03703704,12/15/2018,"Milwaukee, Wisconsin, USA", USA,1,Welterweight,MALE,3,0,0,0,0,0,0,Switch,185.42,193.04,170,34,S-DEC
8043,Drakkar Klose,-250,40,12/15/2018,"Milwaukee, Wisconsin, USA", USA,0,Lightweight,MALE,3,0,1,0,0,0,2,Orthodox,175.26,177.8,155,30,U-DEC
8044,Joaquim Silva,-105,95.23809524,12/15/2018,"Milwaukee, Wisconsin, USA", USA,0,Lightweight,MALE,3,0,1,1,0,0,3,Southpaw,172.72,175.26,155,29,KO/TKO
8045,Jack Hermansson,-150,66.66666667,12/15/2018,"Milwaukee, Wisconsin, USA", USA,0,Middleweight,MALE,3,0,2,3,0,0,4,Orthodox,185.42,195.58,185,30,SUB
8046,Zak Cummings,-330,30.3030303,12/15/2018,"Milwaukee, Wisconsin, USA", USA,0,Middleweight,MALE,3,0,3,1,3,0,6,Southpaw,182.88,190.5,185,34,U-DEC
8047,Jordan Griffin,145,145,12/15/2018,"Milwaukee, Wisconsin, USA", USA,1,Featherweight,MALE,3,0,0,0,0,0,0,Southpaw,177.8,182.88,145,28,U-DEC
8048,Mike Rodriguez,-110,90.90909091,12/15/2018,"Milwaukee, Wisconsin, USA", USA,0,Light Heavyweight,MALE,3,0,1,0,0,0,0,Southpaw,193.04,208.28,205,30,KO/TKO
8049,Juan Adams,-470,21.27659574,12/15/2018,"Milwaukee, Wisconsin, USA", USA,0,Heavyweight,MALE,3,0,0,0,0,0,0,Orthodox,195.58,203.2,265,26,KO/TKO
8050,Alexander Gustafsson,245,245,12/29/2018,"Los Angeles, California, USA", USA,1,Light Heavyweight,MALE,5,0,4,5,2,0,10,Orthodox,195.58,200.66,205,31,KO/TKO
8051,Amanda Nunes,175,175,12/29/2018,"Los Angeles, California, USA", USA,0,Women's Featherweight,FEMALE,5,0,1,5,2,0,9,Orthodox,172.72,175.26,145,30,
8052,Michael Chiesa,-115,86.95652174,12/29/2018,"Los Angeles, California, USA", USA,0,Welterweight,MALE,3,0,4,0,5,0,7,Southpaw,185.42,190.5,170,31,SUB
8053,Corey Anderson,110,110,12/29/2018,"Los Angeles, California, USA", USA,0,Light Heavyweight,MALE,3,0,4,2,0,0,8,Orthodox,190.5,200.66,205,29,U-DEC
8054,Alexander Volkanovski,120,120,12/29/2018,"Los Angeles, California, USA", USA,0,Featherweight,MALE,3,0,0,2,0,0,5,Orthodox,167.64,180.34,145,30,KO/TKO
8055,Megan Anderson,120,120,12/29/2018,"Los Angeles, California, USA", USA,0,Women's Featherweight,FEMALE,3,0,1,0,0,0,0,Orthodox,182.88,182.88,145,28,KO/TKO
8056,Petr Yan,-350,28.57142857,12/29/2018,"Los Angeles, California, USA", USA,0,Bantamweight,MALE,3,0,0,1,0,0,2,Switch,170.18,170.18,135,25,KO/TKO
8057,Ryan Hall,-460,21.73913043,12/29/2018,"Los Angeles, California, USA", USA,0,Lightweight,MALE,3,0,0,0,0,0,2,Southpaw,177.8,180.34,155,33,SUB
8058,Andre Ewell,100,100,12/29/2018,"Los Angeles, California, USA", USA,1,Bantamweight,MALE,3,0,0,0,0,0,1,Southpaw,172.72,190.5,135,30,SUB
8059,Bevon Lewis,-170,58.82352941,12/29/2018,"Los Angeles, California, USA", USA,1,Middleweight,MALE,3,0,0,0,0,0,0,Orthodox,190.5,200.66,185,27,KO/TKO
8060,Siyar Bahadurzada,130,130,12/29/2018,"Los Angeles, California, USA", USA,1,Welterweight,MALE,3,0,2,3,1,0,4,Orthodox,180.34,185.42,170,34,U-DEC
8061,Montel Jackson,-175,57.14285714,12/29/2018,"Los Angeles, California, USA", USA,0,Bantamweight,MALE,3,0,1,0,0,0,0,Southpaw,177.8,190.5,135,26,SUB
8062,TJ Dillashaw,-225,44.44444444,1/19/2019,"Brooklyn, New York, USA", USA,1,Flyweight,MALE,5,0,3,7,1,0,12,Orthodox,167.64,170.18,125,32,KO/TKO
8063,Allen Crowder,360,360,1/19/2019,"Brooklyn, New York, USA", USA,0,Heavyweight,MALE,3,0,1,0,0,0,0,Orthodox,190.5,193.04,245,29,DQ
8064,Yancy Medeiros,375,375,1/19/2019,"Brooklyn, New York, USA", USA,1,Lightweight,MALE,3,0,6,2,3,0,6,Orthodox,177.8,190.5,155,31,KO/TKO
8065,Dustin Ortiz,200,200,1/19/2019,"Brooklyn, New York, USA", USA,1,Flyweight,MALE,3,0,5,4,0,0,8,Orthodox,165.1,165.1,125,30,U-DEC
8066,Rachael Ostovich,155,155,1/19/2019,"Brooklyn, New York, USA", USA,1,Women's Flyweight,FEMALE,3,0,1,0,1,0,1,Orthodox,160.02,157.48,125,27,SUB
8067,Karl Roberson,-110,90.90909091,1/19/2019,"Brooklyn, New York, USA", USA,1,Light Heavyweight,MALE,3,0,1,0,1,0,2,Southpaw,185.42,187.96,205,28,SUB
8068,Donald Cerrone,180,180,1/19/2019,"Brooklyn, New York, USA", USA,0,Lightweight,MALE,3,0,8,9,6,0,21,Orthodox,185.42,185.42,155,35,KO/TKO
8069,Ariane Lipski,-255,39.21568627,1/19/2019,"Brooklyn, New York, USA", USA,1,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,Orthodox,160.02,170.18,125,24,U-DEC
8070,Vinicius Moreira,245,245,1/19/2019,"Brooklyn, New York, USA", USA,1,Light Heavyweight,MALE,3,0,0,0,0,0,0,Orthodox,193.04,191.77,185,29,KO/TKO
8071,Mario Bautista,415,415,1/19/2019,"Brooklyn, New York, USA", USA,1,Bantamweight,MALE,3,0,0,0,0,0,0,Switch,175.26,182.88,135,25,SUB
8072,Te Edwards,-125,80,1/19/2019,"Brooklyn, New York, USA", USA,1,Lightweight,MALE,3,0,1,0,0,0,0,Orthodox,172.72,182.88,155,28,U-DEC
8073,Geoff Neal,-200,50,1/19/2019,"Brooklyn, New York, USA", USA,0,Welterweight,MALE,3,0,0,1,1,0,2,Southpaw,180.34,190.5,170,28,U-DEC
8074,Chance Rencountre,145,145,1/19/2019,"Brooklyn, New York, USA", USA,0,Welterweight,MALE,3,0,1,0,0,0,0,Southpaw,187.96,190.5,170,32,SUB
8075,Marlon Moraes,-150,66.66666667,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,0,Bantamweight,MALE,5,0,1,2,0,0,3,Orthodox,167.64,170.18,135,30,SUB
8076,Renato Moicano,-110,90.90909091,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,1,Featherweight,MALE,3,0,1,0,2,0,5,Orthodox,180.34,182.88,145,29,KO/TKO
8077,Lyman Good,170,170,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,1,Welterweight,MALE,3,0,1,2,0,0,2,Orthodox,182.88,187.96,170,33,SUB
8078,David Teymur,100,100,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,1,Lightweight,MALE,3,0,0,2,0,0,5,Southpaw,175.26,185.42,155,29,SUB
8079,Justin Ledet,195,195,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,1,Light Heavyweight,MALE,3,0,1,0,1,0,3,Orthodox,193.04,203.2,205,30,KO/TKO
8080,Sarah Frota,190,190,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,1,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,Southpaw,167.64,175.26,115,31,S-DEC
8081,Anthony Hernandez,-135,74.07407407,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,1,Middleweight,MALE,3,0,0,0,0,0,0,Orthodox,182.88,190.5,185,25,SUB
8082,Taila Santos,-225,44.44444444,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,1,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,Orthodox,165.1,172.72,125,25,S-DEC
8083,Max Griffin,-185,54.05405405,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,1,Welterweight,MALE,3,0,3,1,0,0,2,Orthodox,180.34,193.04,170,33,S-DEC
8084,Jairzinho Rozenstruik,125,125,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,0,Heavyweight,MALE,3,0,0,0,0,0,0,Orthodox,193.04,198.12,242,30,KO/TKO
8085,Felipe Colares,110,110,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,1,Featherweight,MALE,3,0,0,0,0,0,0,Orthodox,175.26,175.26,135,24,U-DEC
8086,Said Nurmagomedov,150,150,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,0,Bantamweight,MALE,3,0,0,0,0,0,1,Orthodox,172.72,177.8,135,26,KO/TKO
8087,Rogerio Bontorin,245,245,2/2/2019,"Fortaleza, Ceara, Brazil", Brazil,0,Flyweight,MALE,3,0,0,0,0,0,0,Orthodox,167.64,170.18,125,26,S-DEC
8088,Anderson Silva,410,410,2/9/2019,"Melbourne, Victoria, Australia", Australia,1,Middleweight,MALE,3,0,5,11,3,0,17,Southpaw,187.96,195.58,185,43,U-DEC
8089,Marcos Mariano,360,360,2/9/2019,"Melbourne, Victoria, Australia", Australia,1,Lightweight,MALE,3,0,0,0,0,0,0,Switch,185.42,193.04,155,32,SUB
8090,Ricky Simon,-105,95.23809524,2/9/2019,"Melbourne, Victoria, Australia", Australia,0,Bantamweight,MALE,3,0,0,1,0,0,2,Orthodox,167.64,175.26,135,26,U-DEC
8091,Nadia Kassem,210,210,2/9/2019,"Melbourne, Victoria, Australia", Australia,1,Women's Flyweight,FEMALE,3,0,0,0,0,0,1,Southpaw,165.1,167.64,125,23,SUB
8092,Sam Alvey,125,125,2/9/2019,"Melbourne, Victoria, Australia", Australia,1,Light Heavyweight,MALE,3,0,6,5,1,0,10,Southpaw,187.96,190.5,205,32,KO/TKO
8093,Dong Hyun Ma,230,230,2/9/2019,"Melbourne, Victoria, Australia", Australia,1,Lightweight,MALE,3,0,2,1,0,0,3,Orthodox,180.34,177.8,155,30,KO/TKO
8094,Austin Arnett,315,315,2/9/2019,"Melbourne, Victoria, Australia", Australia,1,Featherweight,MALE,3,0,2,0,0,0,1,Orthodox,182.88,182.88,145,27,U-DEC
8095,Raulian Paiva,220,220,2/9/2019,"Melbourne, Victoria, Australia", Australia,1,Flyweight,MALE,3,0,0,0,0,0,0,Orthodox,172.72,175.26,125,23,S-DEC
8096,Kyung Ho Kang,-350,28.57142857,2/9/2019,"Melbourne, Victoria, Australia", Australia,0,Bantamweight,MALE,3,0,3,0,2,0,3,Orthodox,175.26,185.42,135,31,SUB
8097,Jalin Turner,-230,43.47826087,2/9/2019,"Melbourne, Victoria, Australia", Australia,0,Lightweight,MALE,3,0,1,0,0,0,0,Southpaw,190.5,195.58,155,23,KO/TKO
8098,Jonathan Martinez,-125,80,2/9/2019,"Melbourne, Victoria, Australia", Australia,0,Bantamweight,MALE,3,0,1,0,0,0,0,Southpaw,172.72,177.8,135,32,U-DEC
8099,Cain Velasquez,-210,47.61904762,2/17/2019,"Phoenix, Arizona, USA", USA,1,Heavyweight,MALE,5,0,2,10,0,0,12,Orthodox,185.42,195.58,240,36,KO/TKO
8100,Paul Felder,100,100,2/17/2019,"Phoenix, Arizona, USA", USA,0,Lightweight,MALE,3,0,4,4,1,0,7,Orthodox,180.34,177.8,155,34,U-DEC
8101,Cynthia Calvillo,-355,28.16901408,2/17/2019,"Phoenix, Arizona, USA", USA,0,Women's Strawweight,FEMALE,3,0,1,0,3,0,4,Orthodox,162.56,162.56,115,31,U-DEC
8102,Kron Gracie,-290,34.48275862,2/17/2019,"Phoenix, Arizona, USA", USA,0,Featherweight,MALE,3,0,0,0,0,0,0,Southpaw,175.26,177.8,145,30,SUB
8103,Bryan Barberena,375,375,2/17/2019,"Phoenix, Arizona, USA", USA,1,Welterweight,MALE,3,0,3,3,1,0,5,Southpaw,182.88,182.88,170,29,KO/TKO
8104,Myles Jury,-150,66.66666667,2/17/2019,"Phoenix, Arizona, USA", USA,1,Featherweight,MALE,3,0,3,3,1,0,8,Orthodox,177.8,185.42,145,30,U-DEC
8105,Aljamain Sterling,115,115,2/17/2019,"Phoenix, Arizona, USA", USA,0,Bantamweight,MALE,3,0,3,1,3,0,8,Orthodox,170.18,180.34,135,29,U-DEC
8106,Manny Bermudez,-200,50,2/17/2019,"Phoenix, Arizona, USA", USA,0,Bantamweight,MALE,3,0,0,0,2,0,2,Orthodox,177.8,180.34,135,24,SUB
8107,Andrea Lee,-185,54.05405405,2/17/2019,"Phoenix, Arizona, USA", USA,0,Women's Flyweight,FEMALE,3,0,0,0,0,0,1,Orthodox,167.64,175.26,125,30,U-DEC
8108,Nik Lentz,140,140,2/17/2019,"Phoenix, Arizona, USA", USA,0,Lightweight,MALE,3,0,8,3,2,0,13,Orthodox,172.72,172.72,155,34,U-DEC
8109,Luke Sanders,-150,66.66666667,2/17/2019,"Phoenix, Arizona, USA", USA,0,Bantamweight,MALE,3,0,3,0,1,0,2,Southpaw,167.64,170.18,135,33,KO/TKO
8110,Emily Whitmire,-110,90.90909091,2/17/2019,"Phoenix, Arizona, USA", USA,0,Women's Strawweight,FEMALE,3,0,1,0,0,0,1,Orthodox,165.1,160.02,115,27,
8111,Thiago Santos,-130,76.92307692,2/23/2019,"Prague, Czech Republic", Czech Republic,0,Light Heavyweight,MALE,5,0,5,10,0,0,12,Orthodox,187.96,193.04,205,35,KO/TKO
8112,Marcos Rogerio de Lima,-105,95.23809524,2/23/2019,"Prague, Czech Republic", Czech Republic,1,Heavyweight,MALE,3,0,3,3,1,0,5,Orthodox,185.42,190.5,253,33,SUB
8113,Michal Oleksiejczuk,-220,45.45454545,2/23/2019,"Prague, Czech Republic", Czech Republic,0,Light Heavyweight,MALE,3,0,1,0,0,0,0,Southpaw,182.88,187.96,205,24,KO/TKO
8114,Lucie Pudilova,135,135,2/23/2019,"Prague, Czech Republic", Czech Republic,1,Women's Flyweight,FEMALE,3,0,2,0,0,0,2,Orthodox,172.72,170.18,125,24,U-DEC
8115,Petr Yan,-265,37.73584906,2/23/2019,"Prague, Czech Republic", Czech Republic,0,Bantamweight,MALE,3,0,0,2,0,0,3,Switch,170.18,170.18,135,26,U-DEC
8116,Klidson Abreu,175,175,2/23/2019,"Prague, Czech Republic", Czech Republic,1,Light Heavyweight,MALE,3,0,0,0,0,0,0,Orthodox,182.88,187.96,235,26,U-DEC
8117,Carlo Pedersoli,-160,62.5,2/23/2019,"Prague, Czech Republic", Czech Republic,1,Welterweight,MALE,3,0,1,0,0,0,1,Southpaw,180.34,190.5,170,25,
8118,Chris Fishgold,-245,40.81632653,2/23/2019,"Prague, Czech Republic", Czech Republic,0,Featherweight,MALE,3,0,1,0,0,0,0,Orthodox,172.72,172.72,145,26,SUB
8119,Gillian Robertson,-180,55.55555556,2/23/2019,"Prague, Czech Republic", Czech Republic,0,Women's Flyweight,FEMALE,3,0,1,0,2,0,2,Orthodox,165.1,160.02,125,23,SUB
8120,Polo Reyes,265,265,2/23/2019,"Prague, Czech Republic", Czech Republic,1,Lightweight,MALE,3,0,1,3,0,0,4,Orthodox,180.34,180.34,155,34,
8121,Ismail Naurdiev,375,375,2/23/2019,"Prague, Czech Republic", Czech Republic,0,Welterweight,MALE,3,0,0,0,0,0,0,Orthodox,177.8,187.96,170,22,U-DEC
8122,Diego Ferreira,120,120,2/23/2019,"Prague, Czech Republic", Czech Republic,0,Lightweight,MALE,3,0,2,3,1,0,5,Orthodox,175.26,187.96,155,34,U-DEC
8123,Joel Alvarez,265,265,2/23/2019,"Prague, Czech Republic", Czech Republic,1,Lightweight,MALE,3,0,0,0,0,0,0,Orthodox,190.5,195.58,155,24,U-DEC
8124,Anthony Smith,550,550,3/2/2019,"Las Vegas, Nevada, USA", USA,1,Light Heavyweight,MALE,5,0,3,5,1,0,7,Orthodox,193.04,193.04,205,30,U-DEC
8125,Kamaru Usman,165,165,3/2/2019,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,5,0,0,1,1,0,9,Switch,182.88,193.04,170,31,U-DEC
8126,Ben Askren,-280,35.71428571,3/2/2019,"Las Vegas, Nevada, USA", USA,0,Welterweight,MALE,3,0,0,0,0,0,0,Orthodox,180.34,185.42,170,34,SUB
8127,Weili Zhang,-145,68.96551724,3/2/2019,"Las Vegas, Nevada, USA", USA,0,Women's Strawweight,FEMALE,3,0,0,0,1,0,2,Switch,162.56,160.02,115,29,U-DEC
8128,Pedro Munhoz,140,140,3/2/2019,"Las Vegas, Nevada, USA", USA,0,Bantamweight,MALE,3,0,4,2,3,0,7,Orthodox,167.64,165.1,135,32,KO/TKO
8129,Zabit Magomedsharipov,-320,31.25,3/2/2019,"Las Vegas, Nevada, USA", USA,0,Featherweight,MALE,3,0,0,0,3,0,4,Orthodox,185.42,185.42,145,28,U-DEC
8130,Johnny Walker,-175,57.14285714,3/2/2019,"Las Vegas, Nevada, USA", USA,0,Light Heavyweight,MALE,3,0,0,2,0,0,2,Orthodox,195.58,208.28,205,26,KO/TKO
8131,Alejandro Perez,150,150,3/2/2019,"Las Vegas, Nevada, USA", USA,1,Bantamweight,MALE,3,0,2,3,0,0,7,Orthodox,167.64,170.18,135,29,U-DEC
8132,Mickey Gall,-240,41.66666667,3/2/2019,"Las Vegas, Nevada, USA", USA,1,Welterweight,MALE,3,0,1,0,4,0,4,Switch,187.96,187.96,170,27,KO/TKO
8133,Charles Byrd,130,130,3/2/2019,"Las Vegas, Nevada, USA", USA,1,Middleweight,MALE,3,0,1,0,1,0,1,Orthodox,177.8,185.42,185,35,KO/TKO
8134,Macy Chiasson,-525,19.04761905,3/2/2019,"Las Vegas, Nevada, USA", USA,0,Women's Bantamweight,FEMALE,3,0,0,0,1,0,1,Orthodox,180.34,182.88,135,27,KO/TKO
8135,Hannah Cifers,240,240,3/2/2019,"Las Vegas, Nevada, USA", USA,0,Women's Strawweight,FEMALE,3,0,1,0,0,0,0,Orthodox,154.94,160.02,115,26,S-DEC
8136,Junior Dos Santos,-240,41.66666667,3/9/2019,"Wichita, Kansas, USA", USA,0,Heavyweight,MALE,5,0,4,9,0,0,14,Orthodox,193.04,195.58,238,35,KO/TKO
8137,Curtis Millender,-120,83.33333333,3/9/2019,"Wichita, Kansas, USA", USA,1,Welterweight,MALE,3,0,0,1,0,0,3,Orthodox,187.96,193.04,170,31,SUB
8138,Niko Price,175,175,3/9/2019,"Wichita, Kansas, USA", USA,0,Welterweight,MALE,3,0,3,2,2,0,4,Orthodox,182.88,193.04,170,29,KO/TKO
8139,Ben Rothwell,-120,83.33333333,3/9/2019,"Wichita, Kansas, USA", USA,1,Heavyweight,MALE,3,0,4,3,2,0,6,Orthodox,193.04,198.12,265,37,U-DEC
8140,Drew Dober,180,180,3/9/2019,"Wichita, Kansas, USA", USA,1,Lightweight,MALE,3,0,5,2,1,0,6,Southpaw,172.72,177.8,155,30,SUB
8141,Omari Akhmedov,-155,64.51612903,3/9/2019,"Wichita, Kansas, USA", USA,0,Middleweight,MALE,3,0,4,2,0,0,5,Orthodox,182.88,185.42,185,31,U-DEC
8142,Sergio Moraes,200,200,3/9/2019,"Wichita, Kansas, USA", USA,1,Welterweight,MALE,3,0,3,1,3,0,8,Orthodox,182.88,182.88,170,36,U-DEC
8143,Yana Kunitskaya,-235,42.55319149,3/9/2019,"Wichita, Kansas, USA", USA,0,Women's Bantamweight,FEMALE,3,0,1,0,0,0,1,Orthodox,167.64,172.72,135,29,U-DEC
8144,Julian Erosa,170,170,3/9/2019,"Wichita, Kansas, USA", USA,1,Featherweight,MALE,3,0,2,0,0,0,1,Southpaw,185.42,187.96,145,29,U-DEC
8145,Jeff Hughes,-255,39.21568627,3/9/2019,"Wichita, Kansas, USA", USA,1,Heavyweight,MALE,3,0,0,0,0,0,0,Orthodox,187.96,198.12,250,30,S-DEC
8146,Matt Schnell,110,110,3/9/2019,"Wichita, Kansas, USA", USA,0,Bantamweight,MALE,3,0,2,0,0,0,2,Orthodox,172.72,177.8,135,29,SUB
8147,Zak Ottow,155,155,3/9/2019,"Wichita, Kansas, USA", USA,1,Welterweight,MALE,3,0,3,1,0,0,4,Orthodox,180.34,182.88,170,32,KO/TKO
8148,Dan Moret,115,115,3/9/2019,"Wichita, Kansas, USA", USA,1,Lightweight,MALE,3,0,1,0,0,0,0,Southpaw,182.88,185.42,155,32,U-DEC
8149,Jorge Masvidal,185,185,3/16/2019,"London, England, United Kingdom", United Kingdom,0,Welterweight,MALE,5,0,6,3,1,0,9,Orthodox,180.34,187.96,170,34,KO/TKO
8150,Gunnar Nelson,120,120,3/16/2019,"London, England, United Kingdom", United Kingdom,1,Welterweight,MALE,3,0,3,0,7,0,8,Switch,180.34,182.88,170,30,S-DEC
8151,Dominick Reyes,-260,38.46153846,3/16/2019,"London, England, United Kingdom", United Kingdom,0,Light Heavyweight,MALE,3,0,0,1,1,0,3,Southpaw,193.04,195.58,205,29,S-DEC
8152,Jose Quinonez,275,275,3/16/2019,"London, England, United Kingdom", United Kingdom,1,Bantamweight,MALE,3,0,1,0,1,0,4,Switch,172.72,175.26,135,28,SUB
8153,Claudio Silva,-150,66.66666667,3/16/2019,"London, England, United Kingdom", United Kingdom,0,Welterweight,MALE,3,0,0,0,1,0,3,Southpaw,180.34,180.34,170,36,SUB
8154,John Phillips,115,115,3/16/2019,"London, England, United Kingdom", United Kingdom,1,Middleweight,MALE,3,0,2,0,0,0,0,Southpaw,180.34,190.5,185,33,S-DEC
8155,Jordan Rinaldi,130,130,3/16/2019,"London, England, United Kingdom", United Kingdom,1,Featherweight,MALE,3,0,2,0,1,0,2,Orthodox,177.8,182.88,145,31,U-DEC
8156,Joe Duffy,-190,52.63157895,3/16/2019,"London, England, United Kingdom", United Kingdom,1,Lightweight,MALE,3,0,2,1,2,0,4,Orthodox,177.8,185.42,155,31,U-DEC
8157,Saparbeg Safarov,150,150,3/16/2019,"London, England, United Kingdom", United Kingdom,0,Light Heavyweight,MALE,3,0,2,0,0,0,0,Orthodox,185.42,198.12,205,32,U-DEC
8158,Dan Ige,-140,71.42857143,3/16/2019,"London, England, United Kingdom", United Kingdom,0,Featherweight,MALE,3,0,1,1,0,0,2,Orthodox,170.18,180.34,145,27,SUB
8159,Priscila Cachoeira,155,155,3/16/2019,"London, England, United Kingdom", United Kingdom,1,Women's Flyweight,FEMALE,3,0,1,0,0,0,0,Orthodox,170.18,165.1,125,30,U-DEC
8160,Nad Narimani,-340,29.41176471,3/16/2019,"London, England, United Kingdom", United Kingdom,1,Featherweight,MALE,3,0,0,0,0,0,2,Orthodox,172.72,177.8,145,31,KO/TKO
8161,Anthony Pettis,345,345,3/23/2019,"Nashville, Tennessee, USA", USA,0,Welterweight,MALE,5,0,7,2,4,0,8,Orthodox,177.8,182.88,170,32,KO/TKO
8162,Justin Willis,235,235,3/23/2019,"Nashville, Tennessee, USA", USA,1,Heavyweight,MALE,3,0,0,1,0,0,4,Southpaw,185.42,198.12,264,31,U-DEC
8163,Jesus Pinedo,250,250,3/23/2019,"Nashville, Tennessee, USA", USA,1,Lightweight,MALE,3,0,0,0,0,0,1,Southpaw,177.8,187.96,155,22,U-DEC
8164,Deiveson Figueiredo,-170,58.82352941,3/23/2019,"Nashville, Tennessee, USA", USA,1,Flyweight,MALE,3,0,0,2,0,0,3,Orthodox,165.1,172.72,125,31,U-DEC
8165,Steven Peterson,185,185,3/23/2019,"Nashville, Tennessee, USA", USA,1,Featherweight,MALE,3,0,1,0,0,0,1,Orthodox,177.8,177.8,145,28,U-DEC
8166,JJ Aldrich,235,235,3/23/2019,"Nashville, Tennessee, USA", USA,1,Women's Flyweight,FEMALE,3,0,1,0,0,0,3,Southpaw,165.1,170.18,125,26,KO/TKO
8167,Bobby Moffett,-150,66.66666667,3/23/2019,"Nashville, Tennessee, USA", USA,1,Featherweight,MALE,3,0,0,0,1,0,1,Orthodox,177.8,187.96,145,28,U-DEC
8168,Frankie Saenz,150,150,3/23/2019,"Nashville, Tennessee, USA", USA,1,Bantamweight,MALE,3,0,3,0,0,0,5,Orthodox,167.64,167.64,135,38,KO/TKO
8169,Jennifer Maia,125,125,3/23/2019,"Nashville, Tennessee, USA", USA,0,Women's Flyweight,FEMALE,3,0,1,0,0,0,0,Orthodox,162.56,162.56,125,30,U-DEC
8170,Angela Hill,-155,64.51612903,3/23/2019,"Nashville, Tennessee, USA", USA,1,Women's Strawweight,FEMALE,3,0,5,0,0,0,3,Orthodox,160.02,162.56,115,34,SUB
8171,Chris Gutierrez,-320,31.25,3/23/2019,"Nashville, Tennessee, USA", USA,0,Bantamweight,MALE,3,0,1,0,0,0,0,Orthodox,175.26,175.26,135,27,U-DEC
8172,Jordan Espinosa,110,110,3/23/2019,"Nashville, Tennessee, USA", USA,0,Flyweight,MALE,3,0,0,0,0,0,0,Orthodox,167.64,180.34,125,29,U-DEC
